Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Classplus,2018,Noida,Edtech,It allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Pre series A,2020-01-01
Chaayos,2012,Indore,Beverages,Provides customised range of tea,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,Pre series A,2020-01-01
Petpooja,2011,Ahmedabad,Saas,Restaurant management software provider,Apurv Patel,Udaan,2000000.0,Seed,2020-01-01
Altor,2016,Ahmedabad,Tech,Makes helmets that are IoT and AI enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,3000000.0,Series C,2020-01-01
Pepperfry,2013,Mumbai,E-Market,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020-01-01
Firstcry,2010,Pune,E-Market,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’S Vision Fund,296000000.0,Series E,2020-01-01
Byju,2011,Chennai,Edtech,Provides online learning classes,Byju Raveendran,General Atlantic,200000000.0,Seed,2020-01-01
Waycool,2015,Chennai,Agritech,Food development and distribution services,Karthick Jayraman And Sanjay Dasari,Lightbox Ventures,32000000.0,Series C,2020-01-01
Workindia,2016,Bangalore,Hr Tech,An online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil,Xiaomi,6000000.0,Pre series A,2020-01-01
Qyuki,2016,Mumbai,Media,Multi-channel broadcast network,"Ar Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Pre series A,2020-01-01
Leap India,2016,Coimbatore,Agritech,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020-01-01
Picxy,2016,Hyderabad,Media,Stock photo industry,Jitendra Emmani,"Firstcheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Series A,2020-01-01
Krimanshi,2016,Jodhpur,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Pre series A,2020-01-01
Neetprep,2016,Delhi,Edtech,Provides crash course for NEET preparation,Kapil Gupta,Indiaquotient,3000000.0,Series B,2020-01-01
Dot Pvt. Ltd,2016,Gurugram,Fintech,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"Payu, Fosun Rz Capital",8000000.0,Seed Round,2020-01-01
Kuku Fm,2016,Mumbai,Media,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020-01-01
Supermoney,2018,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A,2020-01-01
Rebel Foods,2016,Indore,Food Tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Series C,2020-01-01
Alphavector,2015,Bangalore,E Tailor,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Seed Round,2020-01-01
Fox Capital,2019,Jaipur,Fintech,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Series A,2020-01-01
Tribe Theory,2016,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel And Daniel Wiegand,Tim Draper,3500000.0,Pre series A,2020-01-01
Fleetx,2016,Hyderabad,Saas,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,2020-01-01
Embibe,2016,Mumbai,Edtech,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (Ril),12618300.0,Pre series A,2020-01-01
Entri,2017,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,2020-01-01
Oye! Rickshaw,2016,Gurgaon,E-Mobility,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020-01-01
Seal Professional,2012,Bangalore,Edtech,Trains students in managemnt and leadership skills and also helps in placement,Byju Raveendran,Equanimity Ventures,3000000.0,Pre series A,2020-01-01
Sprinng Foods,2016,Mumbai,Food,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Seed Round,2020-01-01
1Mg,2015,Gurugram,Healthtech,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Series C,2020-01-01
Aagey,2016,Bangalore,Fintech,Provides financial assistance to MSMEs,Akaash Shankar,"Jito Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Seed,2020-01-01
Doubtnut,2017,Gurugram,Edtech,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020-01-01
Adonmo,2017,Bangalore,Ad-Tech,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Series B,2020-01-01
Racenergy,2018,California,E-Mobility,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","Growx Ventures, Prophetic Ventures",3000000.0,Seed Round,2020-01-01
Bharatpe,2018,Delhi,Fintech,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Series A,2020-01-01
Kisan Network,2015,Gurugram,Agritech,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round,2020-01-01
Vogo,2016,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020-01-01
Yolo,2019,Gurugram,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,2020-01-01
Unotech,2011,Mumbai,Saas,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Pre series A,2020-01-01
Zetwerk,2018,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Innoven Capital,2200000.0,Series A,2020-01-01
Cureskin,2017,Bangalore,Healthtech,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",Senseai Ventures,500000.0,Series A,2020-01-01
Wizklub,2018,Bangalore,Edtech,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,2020-01-01
Interviewbit,2014,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’S Economic Development Board (Ebd)",200000000.0,Series A,2020-01-01
Moneytap,2016,Singapore,Fintech,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (Atg), Rtp Global, Sequoia India",70185200.0,Series B,2020-01-01
Uniplatform Tech,2015,Delhi,Saas,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, Sucseed Venture Partners Llp",3000000.0,Pre series A,2020-01-01
Indwealth,2016,Gurugram,Fintech,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, Df International Private Partners",12000000.0,Series C,2020-01-01
Bizongo,2015,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020-01-01
Appsflyer,2011,Bangalore,Saas,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020-01-01
Digit Insurance,2016,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, Tvs Capital",84000000.0,Pre series A,2020-01-01
Livspace,2014,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020-01-01
Getvantage,2016,Mumbai,Fintech,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020-01-01
Konfinity,2018,Noida,Edtech,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel Investors,3000000.0,Series A,2020-01-01
Pine Labs,2016,Noida,Fintech,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,3000000.0,Series C,2020-01-01
Instoried,2016,Delhi,Saas,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"Sosv, Chinaccelerator",3000000.0,Series C,2020-01-01
Nupay,2016,Haryana,Neo-Banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,3000000.0,Series C,2020-01-01
Loginext,2016,Kochi,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B,2020-01-01
Samosa Singh,2016,Bangalore,Food,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020-01-01
Crysta,2018,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,Saurabh Saxena,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A,2020-01-01
Eupheus Learning,2017,New Delhi,Edtech,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020-01-01
Bounce,2014,Bangalore,Automotive And Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,2020-01-01
Park+,2016,Ahmedabad,Techonology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Series A,2020-01-01
Goodmylk,2017,Bangalore,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, Veginvest",400000.0,Seed Round,2020-01-01
Smartkarrot,2019,Noida,Saas,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel Investors,1000000.0,Seed,2020-01-01
Skylo,2017,Delhi,Iot,Provides affordable and ever present network that connects machines or sensors,Trivedi,Softbank Group,103000000.0,Series B,2020-01-01
Tea Trunk,2013,Goa,Beverage,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel Investors,220000.0,Pre series A,2020-01-01
Zoomcar,2013,Bangalore,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020-01-01
Mera Cashier,2019,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020-01-01
Samya Ai,2019,Pune,Saas,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed Round,2020-01-01
Kristal Ai,2016,Kochi,Ai,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,2020-01-01
Invento Robotics,2016,Gurugram,Ai Robotics,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.Com, Nalandau","Windrose Capital, Iti Growth Opportunities Venture Fund",281300.0,Seed Round,2020-01-01
Zimyo,2018,Gurugram,Hr Tech,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (Yan),3000000.0,Series A,2020-01-01
Sabse Sasta Dukaan,2016,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel Investors,3000000.0,Seed,2020-01-01
Fitphilia,2016,Mumbai,Healthtech,Provides IoT-enabled treadmill,Nirav Patil,Angel Investors,3000000.0,Series C,2020-01-01
Medicus,2016,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel Investors,12700.0,Pre series A,2020-01-01
Monech,2016,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,Saurabh Saxena,Angel Investors,12700.0,Seed Round,2020-01-01
Teach Us,2016,Chennai,Edtech,Educational portal which enables the students to access information related to education at one common platform,Sreevathsa Prabhakar,Angel Investors,12700.0,Seed Round,2020-01-01
Dealberg,2016,Bangalore,B2B Marketplace,Deals in office supplies,Abhishek Emmanuel,Undisclosed,3000000.0,Seed,2020-01-01
Phenom People,2010,Singapore,Hr Tech,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,Westbridge Capital,30000000.0,Series C,2020-01-01
Extra Edge,2016,Pune,Edtech,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre Series A,2020-01-01
Capital Quotient,2016,Bangalore,Fintech,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Seed,2020-01-01
Karfa,2016,Delhi,Ecommerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed Round,2020-01-01
Gamerji,2019,Noida,Gaming,Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Seed Round,2020-01-01
Bounce,2014,Bangalore,Automotive And Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020-01-01
Zinier,2015,Bangalore,Automation,Provides intelligent field service automation,Arka Dhar,Iconiq Capital,90000000.0,Series C,2020-01-01
Proeves,2016,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,2020-01-01
Toddle,2016,Bengaluru,Entertainment,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,3000000.0,Series B,2020-01-01
Aesthetic Nutrition,2018,Pune,Food Diet,Markets and sells chewable dietary supplements,Divij Bajaj,Dsg Consumer Partners,3000000.0,Pre Series A,2020-01-01
Capital Float,2013,Bangalore,Fintech,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Pre series A,2020-01-01
Ninjacart,2015,Bangalore,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran Kk, Vasudevan Chinnathambi","Flipkart India, Singapore-Based Gec3",10000000.0,Series C,2020-01-01
Technifybiz,2017,Bangalore,B2B Agritech,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,2020-01-01
Wysh,2019,Hyderabad,E-Connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun Ms, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,2020-01-01
Keito,2016,Pune,Ai,Enterprise productivity startup,Amal Ps,Suma Soft Pvt Ltd,160000.0,Seed Round,2020-01-01
Klub,2019,Haryana,Fintech,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre seed round,2020-01-01
Aadhar,2017,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,Sreevathsa Prabhakar,"Sprout Venture Partners, Jito Angel Network, Letsventure",3000000.0,Seed Round,2020-01-01
Incubatehub,2016,Bengaluru,Tech Hub,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,3000000.0,Series A,2020-01-01
Rage Coffee,2016,Delhi,Fmcg,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,3000000.0,Seed Round,2020-01-01
Skilancer,2016,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,3000000.0,Series B,2020-01-01
Harappa Education,2016,New Delhi,Edtech,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-Led Lupa Systems,3000000.0,Series A,2020-01-01
Rheo,2016,Pune,Entertainment,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series B,2020-01-01
Axio Biosolutions,2016,Bangalore,Medtech,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020-01-01
Techbooze,2016,Chennai,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A,2020-01-01
Paymart,2015,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"Iim Ahmedabad’S Incubator (Ciie.Co),Chandigarh Angels Network",3000000.0,Pre series A,2020-01-01
Testbook,2016,Singapore,Edtech,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,2020-01-01
