company,sector,amount,description,year,stage,location,founded,founders,investor
Crater.Club,Media,700000.0,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,Seed,Bangalore,2020.0,"Vignesh Prasad, Vivan Puri",LC Nueva AIF
NFTically,NFT,1000000.0,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,Seed,Gurugram,2021.0,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal"
ReshaMandi,B2B,30000000.0,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,Series A,Bangalore,2020.0,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal"
Zetwerk,Mechanical Or Industrial Engineering,600000000.0,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,Unknown,Bangalore,2018.0,Amrit Acharya,TradeCred
Hubilo,Software Startup,125000000.0,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,Series B,Ahmedabad,2020.0,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital
M2P Fintech,Financial Services,35000000.0,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,Series C,Chennai,2015.0,Madhusudanan R,Tiger Global
Open Financial Technologies,Financial Services,90000000.0,Open is Asia’s first neobanking platform for SMEs and startups.,2021,Series C,Bangalore,2017.0,Anish Achuthan,"Temasek, Google, SBI Investment"
Niro,Financial Services,3500000.0,Embedding personal credit products into leading consumer internet platforms.,2021,Seed,Bangalore,2021.0,"Aditya Kumar, Sankalp Mathur",Elevar Equity
Wiingy,E-Learning,400000.0,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,Unknown,Bangalore,2021.0,Asit Biswal,Aroa Ventures
CarDekho,Automotive,250000000.0,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,Series E,Jaipur,2008.0,"Amit Jain, Anurag Jain",Unknown
Melorra,D2C jewellery,24000000.0,A company that styles jewellery for the contemporary wardrobe.,2021,Unknown,Bangalore,2015.0,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest"
AnKa SumMor,Sales and Distribution,1000000.0,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,Pre-series A,Bangalore,2017.0,"Rajiv Joshi, Ashok George",Inflection Point Ventures
Toch.ai,SaaS,11000000.0,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,Series A,Mumbai,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Unknown
Playto Labs,E-Learning,500000.0,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,Seed,Bangalore,2021.0,Pavan Ponnaganti,Inflection Point Ventures
Fraazo,Food & Beverages,50000000.0,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,Series B,Mumbai,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital
Arcana,Information Technology & Services,2300000.0,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,Unknown,Bangalore,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,5700000.0,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021,Series A,Bangalore,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital
Nap Chief,Apparel & Fashion,200000.0,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,Seed,Mumbai,2019.0,Raghav Gupta,Titan Capital
AcknoLedger,Crypto,1500000.0,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,Seed,Mumbai,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
ApplicateAI,Information Technology & Services,30000000.0,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,Series A,Gurugram,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",Unknown
VLCC Health Care,Health,4000000.0,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,Unknown,Gurugram,1989.0,Vandana Luthra,Unknown
Duroflex,Furniture,60000000.0,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,Unknown,Bangalore,1963.0,P. C. Mathew,Norwest Venture Partners
Aviom India,Financial Services,8000000.0,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,Series C,Bhilwara,2016.0,Kajal Ilmi,Sabre Partners
Onato,Computer software,2200000.0,A startup solving inefficiencies in the agri supply chain,2021,Unknown,Bangalore,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore"
Mestastop Solutions,Biotechnology,100000.0,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,Unknown,Bangalore,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO
SaaS Labs,SaaS,17000000.0,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,Series A,Noida,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures"
Devnagri,Translation & Localization,600000.0,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,Seed,Noida,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV"
CRED,Finance,250000000.0,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,Series E,Bangalore,2018.0,Kunal Shah,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,5000000.0,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,Pre-seed,Noida,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital"
Totality,Entertainment,1000000.0,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,Unknown,Gurugram,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
CredAble,Financial Services,30000000.0,CredAble provides liquidity programs for enterprise supply chains.,2021,Series B,Mumbai,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management"
MarketWolf,Financial Services,5500000.0,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,Seed,Mumbai,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
Wondrlab,Marketing & Advertising,7000000.0,India's largest platform-first martech startup,2021,Pre-series A,Mumbai,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
SUN Mobility,Automotive,50000000.0,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,Unknown,Bangalore,2017.0,Chetan Maini,Vitol
Tamasha,Entertainment,3000000.0,"Tamasha, the next-generation interactive entertainment platform.",2021,Pre-series A,Mumbai,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures
Revfin,Financial Services,4000000.0,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,Pre-series A,New Delhi,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria"
Yu Foodlabs,Food & Beverages,1000000.0,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,Pre-series A,Gurugram,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil"
MergerDomo,Investment Banking,500000.0,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,Unknown,New Delhi,2018.0,Hormazd Charna,Nadir B Godrej
FarMart,Farming,10000000.0,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,Series A,Gurugram,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India
Questt,EdTech,6750000.0,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,Series A,Gurugram,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital
IDfy,Information Technology & Services,10000000.0,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,Series D,Mumbai,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures"
ClearDekho,Retail,4000000.0,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,Pre-series A,Ghaziabad,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures
BookingJini,Hospitality,1200000.0,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,Pre-series A,Gurugram,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
Sourcewiz,Information Technology & Services,3000000.0,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,Seed,Gurugram,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation"
Tvasta,Mechanical Or Industrial Engineering,400000.0,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,Unknown,Chennai,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International
Kafqa Academy,E-Learning,1300000.0,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,Seed,Bangalore,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital"
Trell,Social commerce,100000000.0,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,Unknown,Bangalore,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon
Storia,Food & Beverages,6000000.0,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,Series A,Mumbai,2016.0,Vishal Shah,Sixth Sense Ventures
Clear,Computer software,75000000.0,India’s leading FinTech SaaS platform,2021,Series C,Bangalore,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital"
Groww,Finance,250000000.0,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,Series E,Bangalore,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth
The Indus Valley,Consumer Goods,1100000.0,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,Unknown,Chennai,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels"
BharatPe,Financial Services,10000000.0,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,Unknown,New Delhi,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services
Teachmint,E-Learning,78000000.0,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,Series B,Bangalore,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital"
Porter,Logistics & Supply Chain,100000000.0,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,Series E,Bangalore,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners"
O4S,Information Technology & Services,6000000.0,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,Series A,Gurugram,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway"
Wobb,Marketing,200000.0,The platform for marketers to find and work with influencers,2021,Pre-seed,Gurugram,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava"
BASIC Home Loan,Financial Services,3500000.0,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,Series A,Gurugram,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech"
Siply,Financial Services,3200000.0,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,Pre-series A,Bangalore,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle"
BankSathi,Financial Services,500000.0,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,Unknown,New Delhi,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya"
Gramophone,AgriTech,10000000.0,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,Unknown,Indore,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners
Healofy,FemTech,6000000.0,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,Series B,Bangalore,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India"
E42,Computer software,5400000.0,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,Series A,Pune,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures
Spottabl,Human Resources,400000.0,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,Seed,Bangalore,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal"
DeHaat,Information Technology & Services,115000000.0,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,Series D,Gurugram,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek"
Shumee,Retail,0.0,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,Unknown,Bangalore,2014.0,Meeta Sharma Gupta,Dia Mirza
Zolve,Financial Services,40000000.0,World's first cross-border Neobank,2021,Series A,Bangalore,2020.0,Raghunandan G,DST Global
Instoried,Computer software,8000000.0,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,Unknown,Bangalore,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns"
